Gene,Annotation,Ordered locus name,Swiss-Prot Entry name,AC ,EcoGene accession number,Length ,Gene name and synonyms,b_num,jw_num
ybaN,Inner membrane protein YbaN,b0468; JW0457,YBAN_ECOLI,P0AAR5,EG12843,125,ybaN,b0468, JW0457
ybaB,Nucleoid-associated protein YbaB,b0471; JW0460,YBAB_ECOLI,P0A8B5,EG11100,109,ybaB,b0471, JW0460
adk,Adenylate kinase,b0474; JW0463,KAD_ECOLI,P69441,EG10032,214,adk; dnaW; plsA,b0474, JW0463
cueR,HTH-type transcriptional regulator CueR,b0487; JW0476,CUER_ECOLI,P0A9G4,EG13256,135,cueR; copR; ybbI,b0487, JW0476
fetA,putative iron export ATP-binding protein FetA,b0490; JW0479,FETA_ECOLI,P77279,EG13259,225,fetA; ybbL,b0490, JW0479
purK,N5-carboxyaminoimidazole ribonucleotide synthase,b0522; JW0511,PURK_ECOLI,P09029,EG10796,355,purK,b0522, JW0511
folD,Bifunctional protein FolD protein,b0529; JW0518,FOLD_ECOLI,P24186,EG10328,288,folD; ads,b0529, JW0518
hcxA,Hydroxycarboxylate dehydrogenase A,b0599; JW0592,HCXA_ECOLI,P45579,EG12692,362,hcxA; ybdH,b0599, JW0592
uspG,Universal stress protein UP12,b0607; JW0600,USPG_ECOLI,P39177,EG12683,142,uspG; ybdQ; yzzU,b0607, JW0600
citG,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,b0613; JW0605,CITG_ECOLI,P77231,EG13539,292,citG; ybdT,b0613, JW0605
citX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,b0614; JW0606,CITX_ECOLI,P0A6G5,EG13540,183,citX; ybdU,b0614, JW0606
dacA,D-alanyl-D-alanine carboxypeptidase DacA,b0632; JW0627,DACA_ECOLI,P0AEB2,EG10201,403,dacA; pfv,b0632, JW0627
lptE,LPS-assembly lipoprotein LptE,b0641; JW0636,LPTE_ECOLI,P0ADC1,EG10855,193,lptE; rlpB,b0641, JW0636
nagE,PTS system N-acetylglucosamine-specific EIICBA component,b0679; JW0665,PTW3C_ECOLI,P09323,EG10635,648,nagE; pstN,b0679, JW0665
chiQ,putative lipoprotein ChiQ,b0682; JW0668,CHIQ_ECOLI,P75734,EG13660,108,chiQ; ybfN,b0682, JW0668
sdhC,Succinate dehydrogenase cytochrome b556 subunit,b0721; JW0711,DHSC_ECOLI,P69054,EG10933,129,sdhC; cybA,b0721, JW0711
cydX,Cytochrome bd-I ubiquinol oxidase subunit X,b4515; JW0724,CYDX_ECOLI,P56100,EG14329,37,cydX; ybgT,b4515, JW0724
tolB,Protein TolB,b0740; JW5100,TOLB_ECOLI,P0A855,EG11008,430,tolB,b0740, JW5100
nadA,Quinolinate synthase A,b0750; JW0733,NADA_ECOLI,P11458,EG10630,347,nadA; nicA,b0750, JW0733
pnuC,Nicotinamide riboside transporter PnuC,b0751; JW0734,PNUC_ECOLI,P0AFK2,EG11700,239,pnuC,b0751, JW0734
galM,Aldose 1-epimerase,b0756; JW0739,GALM_ECOLI,P0A9C3,EG11698,346,galM,b0756, JW0739
ybhK,Putative gluconeogenesis factor,b0780; JW0763,GNGF_ECOLI,P75767,EG13667,302,ybhK,b0780, JW0763
hcxB,Hydroxycarboxylate dehydrogenase B,b0801; JW0786,HCXB_ECOLI,P30178,EG11581,361,hcxB; ybiC,b0801, JW0786
yliI,Aldose sugar dehydrogenase YliI,b0837; JW0821,YLII_ECOLI,P75804,EG13480,371,yliI,b0837, JW0821
rcdA,HTH-type transcriptional regulator RcdA,b0846; JW5114,RCDA_ECOLI,P75811,EG13680,178,rcdA; ybjK,b0846, JW5114
ybjN,putative protein YbjN,b0853; JW0837,YBJN_ECOLI,P0AAY6,EG13683,158,ybjN,b0853, JW0837
artQ,Arginine ABC transporter permease protein ArtQ,b0862; JW0846,ARTQ_ECOLI,P0AE34,EG11626,238,artQ,b0862, JW0846
artI,Putative ABC transporter arginine-binding protein 2,b0863; JW0847,ARTI_ECOLI,P30859,EG11625,243,artI,b0863, JW0847
trxB,Thioredoxin reductase,b0888; JW0871,TRXB_ECOLI,P0A9P4,EG11032,321,trxB,b0888, JW0871
ycaD,putative MFS-type transporter YcaD,b0898; JW0881,YCAD_ECOLI,P21503,EG11242,382,ycaD,b0898, JW0881
focA,putative formate transporter 1,b0904; JW0887,FOCA_ECOLI,P0AC23,EG11258,285,focA; ycaE,b0904, JW0887
aroA,3-phosphoshikimate 1-carboxyvinyltransferase,b0908; JW0891,AROA_ECOLI,P0A6D3,EG10073,427,aroA,b0908, JW0891
kdsB,3-deoxy-manno-octulosonate cytidylyltransferase,b0918; JW0901,KDSB_ECOLI,P04951,EG10519,248,kdsB,b0918, JW0901
gloC,Hydroxyacylglutathione hydrolase GloC,b0927; JW0910,GLO22_ECOLI,P75849,EG13704,215,gloC; ycbL,b0927, JW0910
ycbX,putative protein YcbX,b0947; JW5126,YCBX_ECOLI,P75863,EG13716,369,ycbX,b0947, JW5126
ompA,Outer membrane protein A,b0957; JW0940,OMPA_ECOLI,P0A910,EG10669,346,ompA; con; tolG; tut,b0957, JW0940
sxy,Protein Sxy,b0959; JW0942,SXY_ECOLI,P75869,EG13720,209,sxy; tfoX; yccR,b0959, JW0942
tusE,Sulfurtransferase TusE,b0969; JW0952,TUSE_ECOLI,P0AB18,EG12876,109,tusE; yccK,b0969, JW0952
appC,Cytochrome bd-II ubiquinol oxidase subunit 1,b0978; JW0960,APPC_ECOLI,P26459,EG11380,514,appC; cbdA; cyxA,b0978, JW0960
yccJ,putative protein YccJ,b1003; JW0988,YCCJ_ECOLI,P0AB14,EG12703,75,yccJ,b1003, JW0988
rutC,Putative aminoacrylate peracid reductase RutC,b1010; JW0995,RUTC_ECOLI,P0AFQ5,EG13857,128,rutC; ycdK,b1010, JW0995
rutA,Pyrimidine monooxygenase RutA,b1012; JW0997,RUTA_ECOLI,P75898,EG13859,382,rutA; ycdM,b1012, JW0997
efeB,Deferrochelatase/peroxidase EfeB,b1019; JW1004,EFEB_ECOLI,P31545,EG11735,423,efeB; ycdB,b1019, JW1004
yceF,Maf-like protein YceF,b1087; JW5155,YCEF_ECOLI,P0A729,EG11438,194,yceF,b1087, JW5155
yceD,Large ribosomal RNA subunit accumulation protein YceD,b1088; JW1074,YCED_ECOLI,P0AB28,EG11119,173,yceD; g30k,b1088, JW1074
plsX,Phosphate acyltransferase,b1090; JW5156,PLSX_ECOLI,P27247,EG11437,356,plsX,b1090, JW5156
mltG,Endolytic murein transglycosylase,b1097; JW1083,MLTG_ECOLI,P28306,EG11494,340,mltG; yceG,b1097, JW1083
holB,DNA polymerase III subunit delta',b1099; JW1085,HOLB_ECOLI,P28631,EG11500,334,holB,b1099, JW1085
ptsG,PTS system glucose-specific EIICB component,b1101; JW1087,PTGCB_ECOLI,P69786,EG10787,477,ptsG; glcA; umg,b1101, JW1087
nagZ,Beta-hexosaminidase,b1107; JW1093,NAGZ_ECOLI,P75949,EG13433,341,nagZ; ycfO,b1107, JW1093
lolE,Lipoprotein-releasing system transmembrane protein LolE,b1118; JW1104,LOLE_ECOLI,P75958,EG13441,414,lolE; ycfW,b1118, JW1104
cobB,NAD-dependent protein deacylase,b1120; JW1106,NPD_ECOLI,P75960,EG13443,279,cobB; ycfY,b1120, JW1106
dsbB,Disulfide bond formation protein B,b1185; JW5182,DSBB_ECOLI,P0A6M2,EG11393,176,dsbB; roxB; ycgA,b1185, JW5182
ldcA,Murein tetrapeptide carboxypeptidase,b1192; JW1181,LDCA_ECOLI,P76008,EG13898,304,ldcA; ycgQ,b1192, JW1181
prmC,Release factor glutamine methyltransferase,b1212; JW1203,PRMC_ECOLI,P0ACC1,EG12424,277,prmC; hemK,b1212, JW1203
chaA,Sodium-potassium/proton antiporter ChaA,b1216; JW1207,CHAA_ECOLI,P31801,EG11753,366,chaA,b1216, JW1207
chaB,Putative cation transport regulator ChaB,b1217; JW1208,CHAB_ECOLI,P0AE63,EG12402,76,chaB,b1217, JW1208
narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,b1226; JW1217,NARJ_ECOLI,P0AF26,EG10641,236,narJ,b1226, JW1217
tdk,Thymidine kinase,b1238; JW1226,KITH_ECOLI,P23331,EG10994,205,tdk,b1238, JW1226
yciI,Protein YciI,b1251; JW1243,YCII_ECOLI,P0AB55,EG11607,98,yciI,b1251, JW1243
trpA,Tryptophan synthase alpha chain,b1260; JW1252,TRPA_ECOLI,P0A877,EG11024,268,trpA,b1260, JW1252
lapA,Lipopolysaccharide assembly protein A,b1279; JW1271,LAPA_ECOLI,P0ACV4,EG13904,102,lapA; yciS,b1279, JW1271
yciH,putative protein YciH,b1282; JW1274,YCIH_ECOLI,P08245,EG11128,108,yciH,b1282, JW1274
osmB,Osmotically-inducible lipoprotein B,b1283; JW1275,OSMB_ECOLI,P0ADA7,EG10679,72,osmB,b1283, JW1275
pspF,Psp operon transcriptional activator,b1303; JW1296,PSPF_ECOLI,P37344,EG12344,325,pspF; ycjB,b1303, JW1296
pspD,Phage shock protein D,b1307; JW1300,PSPD_ECOLI,P0AFV8,EG10779,73,pspD,b1307, JW1300
ydcF,Protein YdcF,b1414; JW1411,YDCF_ECOLI,P34209,EG12110,266,ydcF,b1414, JW1411
rspA,Starvation-sensing protein RspA,b1581; JW1573,RSPA_ECOLI,P38104,EG12451,404,rspA,b1581, JW1573
dmsD,Tat proofreading chaperone DmsD,b1591; JW5262,DMSD_ECOLI,P69853,EG13847,204,dmsD; ynfI,b1591, JW5262
mdtJ,Spermidine export protein MdtJ,b1600; JW1592,MDTJ_ECOLI,P69212,EG13927,121,mdtJ; ydgF,b1600, JW1592
ydgC,Inner membrane protein YdgC,b1607; JW1599,YDGC_ECOLI,P0ACX0,EG13191,111,ydgC,b1607, JW1599
rstA,Transcriptional regulatory protein RstA,b1608; JW1600,RSTA_ECOLI,P52108,EG13190,239,rstA; urpT,b1608, JW1600
tus,DNA replication terminus site-binding protein,b1610; JW1602,TUS_ECOLI,P16525,EG11038,309,tus; tau,b1610, JW1602
manA,Mannose-6-phosphate isomerase,b1613; JW1605,MANA_ECOLI,P00946,EG10566,391,manA; pmi,b1613, JW1605
ydgK,Inner membrane protein YdgK,b1626; JW1618,YDGK_ECOLI,P76180,EG13932,146,ydgK,b1626, JW1618
nth,Endonuclease III,b1633; JW1625,END3_ECOLI,P0AB83,EG10662,211,nth,b1633, JW1625
ydhF,Oxidoreductase YdhF,b1647; JW1639,YDHF_ECOLI,P76187,EG13420,298,ydhF,b1647, JW1639
mdtK,Multidrug resistance protein MdtK,b1663; JW1655,MDTK_ECOLI,P37340,EG12400,457,mdtK; norE; norM; ydhE,b1663, JW1655
ydhT,putative protein YdhT,b1669; JW1659,YDHT_ECOLI,P77147,EG13954,270,ydhT,b1669, JW1659
menI,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",b1686; JW1676,MENI_ECOLI,P77781,EG13968,136,menI; ydiI,b1686, JW1676
chbR,HTH-type transcriptional regulator ChbR,b1735; JW1724,CHBR_ECOLI,P17410,EG10143,280,chbR; celD,b1735, JW1724
astA,Arginine N-succinyltransferase,b1747; JW1736,ASTA_ECOLI,P0AE37,EG13998,344,astA; ydjV,b1747, JW1736
xthA,Exodeoxyribonuclease III,b1749; JW1738,EX3_ECOLI,P09030,EG11073,268,xthA; xth,b1749, JW1738
ynjF,Inner membrane protein YnjF,b1758; JW1747,YNJF_ECOLI,P76226,EG14008,206,ynjF,b1758, JW1747
msrB,Peptide methionine sulfoxide reductase MsrB,b1778; JW1767,MSRB_ECOLI,P0A746,EG12394,137,msrB; yeaA,b1778, JW1767
leuE,Leucine efflux protein,b1798; JW1787,LEUE_ECOLI,P76249,EG13505,212,leuE; yeaS,b1798, JW1787
tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,b1807; JW1796,TSAB_ECOLI,P76256,EG13512,231,tsaB; yeaZ,b1807, JW1796
mntP,putative manganese efflux pump MntP,b1821; JW5830,MNTP_ECOLI,P76264,EG14012,188,mntP; yebN,b1821, JW5830
prc,Tail-specific protease,b1830; JW1819,PRC_ECOLI,P23865,EG10760,682,prc; tsp,b1830, JW1819
yobA,Protein YobA,b1841; JW1830,YOBA_ECOLI,P0AA57,EG14029,124,yobA,b1841, JW1830
cmoB,tRNA U34 carboxymethyltransferase,b1871; JW1860,CMOB_ECOLI,P76291,EG14034,323,cmoB; yecP,b1871, JW1860
yedW,putative transcriptional regulatory protein YedW,b1969; JW5322,YEDW_ECOLI,P76340,EG14045,223,yedW,b1969, JW5322
hiuH,5-hydroxyisourate hydrolase,b1970; JW1953,HIUH_ECOLI,P76341,EG14046,137,hiuH; yedX,b1970, JW1953
yeeN,putative transcriptional regulatory protein YeeN,b1983; JW1964,YEEN_ECOLI,P0A8A2,EG13382,238,yeeN,b1983, JW1964
cobS,Adenosylcobinamide-GDP ribazoletransferase,b1992; JW1970,COBS_ECOLI,P36561,EG12150,247,cobS,b1992, JW1970
hisF,Imidazole glycerol phosphate synthase subunit HisF,b2025; JW2007,HIS6_ECOLI,P60664,EG10448,258,hisF,b2025, JW2007
mdtA,Multidrug resistance protein MdtA,b2074; JW5338,MDTA_ECOLI,P76397,EG14056,415,mdtA; yegM,b2074, JW5338
mdtD,Putative multidrug resistance protein MdtD,b2077; JW2062,MDTD_ECOLI,P36554,EG12136,471,mdtD; yegB,b2077, JW2062
baeS,Signal transduction histidine-protein kinase BaeS,b2078; JW2063,BAES_ECOLI,P30847,EG11617,467,baeS,b2078, JW2063
dld,Quinone-dependent D-lactate dehydrogenase,b2133; JW2121,DLD_ECOLI,P06149,EG10231,571,dld,b2133, JW2121
pbpG,D-alanyl-D-alanine endopeptidase,b2134; JW5355,PBP7_ECOLI,P0AFI5,EG12015,310,pbpG; yohB,b2134, JW5355
yohD,Inner membrane protein YohD,b2136; JW2124,YOHD_ECOLI,P33366,EG12017,192,yohD,b2136, JW2124
yeiG,S-formylglutathione hydrolase YeiG,b2154; JW2141,SFGH2_ECOLI,P33018,EG12026,278,yeiG,b2154, JW2141
lpxT,Lipid A 1-diphosphate synthase,b2174; JW2162,LPXT_ECOLI,P76445,EG14075,237,lpxT; yeiU,b2174, JW2162
yejE,Inner membrane ABC transporter permease protein YejE,b2179; JW2167,YEJE_ECOLI,P33915,EG12040,341,yejE,b2179, JW2167
rplY,50S ribosomal protein L25,b2185; JW2173,RL25_ECOLI,P68919,EG10885,94,rplY,b2185, JW2173
dsbE,Thiol:disulfide interchange protein DsbE,b2195; JW2183,DSBE_ECOLI,P0AA86,EG12053,185,dsbE; ccmG; yejQ,b2195, JW2183
eco,Ecotin,b2209; JW2197,ECOT_ECOLI,P23827,EG10255,162,eco; eti,b2209, JW2197
ubiG,Ubiquinone biosynthesis O-methyltransferase,b2232; JW2226,UBIG_ECOLI,P17993,EG11143,240,ubiG; pufX; yfaB,b2232, JW2226
inaA,Protein InaA,b2237; JW2231,INAA_ECOLI,P27294,EG11422,216,inaA; yfaG,b2237, JW2231
nudI,Nucleoside triphosphatase NudI,b2251; JW2245,NUDI_ECOLI,P52006,EG13275,141,nudI; yfaO,b2251, JW2245
arnF,putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF,b2258; JW5373,ARNF_ECOLI,P76474,EG14094,128,arnF; pmrM; yfbJ,b2258, JW5373
menF,Isochorismate synthase MenF,b2265; JW2260,MENF_ECOLI,P38051,EG12362,431,menF; yfbA,b2265, JW2260
yfbM,Protein YfbM,b2272; JW2267,YFBM_ECOLI,P76483,EG14097,167,yfbM,b2272, JW2267
yfcF,Glutathione S-transferase YfcF,b2301; JW2298,YFCF_ECOLI,P77544,EG14109,214,yfcF,b2301, JW2298
hisQ,Histidine transport system permease protein HisQ,b2308; JW2305,HISQ_ECOLI,P52094,EG12125,228,hisQ,b2308, JW2305
sixA,Phosphohistidine phosphatase SixA,b2340; JW2337,SIXA_ECOLI,P76502,EG14126,161,sixA; yfcW,b2340, JW2337
ypdE,Aminopeptidase YpdE,b2384; JW2381,YPDE_ECOLI,P77585,EG14152,345,ypdE,b2384, JW2381
ptsI,Phosphoenolpyruvate-protein phosphotransferase,b2416; JW2409,PT1_ECOLI,P08839,EG10789,575,ptsI,b2416, JW2409
yfeY,putative protein YfeY,b2432; JW2425,YFEY_ECOLI,P76537,EG14166,191,yfeY,b2432, JW2425
yfeZ,Inner membrane protein YfeZ,b2433; JW2426,YFEZ_ECOLI,P76538,EG14167,149,yfeZ,b2433, JW2426
dapE,Succinyl-diaminopimelate desuccinylase,b2472; JW2456,DAPE_ECOLI,P0AED7,EG10208,375,dapE; msgB,b2472, JW2456
gcvR,Glycine cleavage system transcriptional repressor,b2479; JW2464,GCVR_ECOLI,P0A9I3,EG11149,190,gcvR; yffD,b2479, JW2464
yfhM,putative lipoprotein YfhM,b2520; JW2504,YFHM_ECOLI,P76578,EG13394,1653,yfhM,b2520, JW2504
iscX,Protein IscX,b2524; JW2508,ISCX_ECOLI,P0C0L9,EG12311,66,iscX; yfhJ,b2524, JW2508
hscB,Co-chaperone protein HscB,b2527; JW2511,HSCB_ECOLI,P0A6L9,EG12131,171,hscB; yfhE,b2527, JW2511
purL,Phosphoribosylformylglycinamidine synthase,b2557; JW2541,PUR4_ECOLI,P15254,EG10797,1295,purL; purI,b2557, JW2541
mltF,Membrane-bound lytic murein transglycosylase F,b2558; JW2542,MLTF_ECOLI,P0AGC5,EG11373,518,mltF; yfhD,b2558, JW2542
rseC,Protein RseC,b2570; JW2554,RSEC_ECOLI,P46187,EG13178,159,rseC,b2570, JW2554
raiA,Ribosome-associated inhibitor A,b2597; JW2578,YFIA_ECOLI,P0AD49,EG11151,113,raiA; yfiA,b2597, JW2578
rimM,Ribosome maturation factor RimM,b2608; JW5413,RIMM_ECOLI,P0A7X6,EG11153,182,rimM; yfjA,b2608, JW5413
grpE,Protein GrpE,b2614; JW2594,GRPE_ECOLI,P09372,EG10416,197,grpE,b2614, JW2594
nadK,NAD kinase,b2615; JW2596,NADK_ECOLI,P0A7B3,EG12192,292,nadK; yfjB; yfjE,b2615, JW2596
ratA,Ribosome association toxin RatA,b2619; JW2600,RATA_ECOLI,P0AGL5,EG13193,158,ratA; pasT; yfjG,b2619, JW2600
ygaU,putative protein YgaU,b2665; JW2640,YGAU_ECOLI,P0ADE6,EG12675,149,ygaU; yzzM,b2665, JW2640
alaE,L-alanine exporter AlaE,b2670; JW2645,ALAE_ECOLI,P64550,EG13525,149,alaE; ygaW,b2670, JW2645
proV,Glycine betaine/proline betaine transport system ATP-binding protein ProV,b2677; JW2652,PROV_ECOLI,P14175,EG10771,400,proV,b2677, JW2652
mltB,Membrane-bound lytic murein transglycosylase B,b2701; JW2671,MLTB_ECOLI,P41052,EG12699,361,mltB,b2701, JW2671
gutQ,Arabinose 5-phosphate isomerase GutQ,b2708; JW5431,GUTQ_ECOLI,P17115,EG10973,321,gutQ; srlQ,b2708, JW5431
norR,Anaerobic nitric oxide reductase transcription regulator NorR,b2709; JW5843,NORR_ECOLI,P37013,EG12108,504,norR; ygaA,b2709, JW5843
hycI,Hydrogenase 3 maturation protease,b2717; JW2687,HYCI_ECOLI,P0AEV9,EG13396,156,hycI,b2717, JW2687
hypE,Carbamoyl dehydratase HypE,b2730; JW2700,HYPE_ECOLI,P24193,EG10487,336,hypE,b2730, JW2700
fucA,L-fuculose phosphate aldolase,b2800; JW2771,FUCA_ECOLI,P0AB87,EG10348,215,fucA; fucC; prd,b2800, JW2771
fucK,L-fuculokinase,b2803; JW2774,FUCK_ECOLI,P11553,EG10350,472,fucK,b2803, JW2774
rlmM,Ribosomal RNA large subunit methyltransferase M,b2806; JW2777,RLMM_ECOLI,P0ADR6,EG11794,366,rlmM; ygdE,b2806, JW2777
csdA,Cysteine desulfurase CsdA,b2810; JW2781,CSDA_ECOLI,Q46925,EG13082,401,csdA; ygdJ,b2810, JW2781
recB,RecBCD enzyme subunit RecB,b2820; JW2788,RECB_ECOLI,P08394,EG10824,1180,recB; ior; rorA,b2820, JW2788
ygeA,Putative racemase YgeA,b2840; JW2808,YGEA_ECOLI,P03813,EG11157,230,ygeA,b2840, JW2808
yqeG,Inner membrane transport protein YqeG,b2845; JW2813,YQEG_ECOLI,P63340,EG13098,409,yqeG,b2845, JW2813
ssnA,Putative aminohydrolase SsnA,b2879; JW2847,SSNA_ECOLI,Q46812,EG13062,442,ssnA; ygfL,b2879, JW2847
dsbC,Thiol:disulfide interchange protein DsbC,b2893; JW2861,DSBC_ECOLI,P0AEG6,EG11070,236,dsbC; xprA,b2893, JW2861
ygfZ,tRNA-modifying protein YgfZ,b2898; JW2866,YGFZ_ECOLI,P0ADE8,EG12685,326,ygfZ; yzzW,b2898, JW2866
bglA,6-phospho-beta-glucosidase BglA,b2901; JW2869,BGLA_ECOLI,Q46829,EG13079,479,bglA; bglD; yqfC,b2901, JW2869
gcvH,Glycine cleavage system H protein,b2904; JW2872,GCSH_ECOLI,P0A6T9,EG10371,129,gcvH,b2904, JW2872
pepP,Xaa-Pro aminopeptidase,b2908; JW2876,AMPP_ECOLI,P15034,EG10697,441,pepP,b2908, JW2876
ygfA,5-formyltetrahydrofolate cyclo-ligase,b2912; JW2879,5FCL_ECOLI,P0AC28,EG11158,182,ygfA,b2912, JW2879
argO,Arginine exporter protein ArgO,b2923; JW2890,ARGO_ECOLI,P11667,EG11159,211,argO; yggA,b2923, JW2890
yggF,"Fructose-1,6-bisphosphatase 2 class 2",b2930; JW2897,GLPX2_ECOLI,P21437,EG11245,321,yggF; yggK,b2930, JW2897
sprT,Protein SprT,b2944; JW2911,SPRT_ECOLI,P39902,EG12122,165,sprT; yggI,b2944, JW2911
gshB,Glutathione synthetase,b2947; JW2914,GSHB_ECOLI,P04425,EG10419,316,gshB; gsh-II,b2947, JW2914
yggS,Pyridoxal phosphate homeostasis protein,b2951; JW2918,PLPHP_ECOLI,P67080,EG12979,234,yggS,b2951, JW2918
yghU,Disulfide-bond oxidoreductase YghU,b2989; JW5492,YGHU_ECOLI,Q46845,EG13005,288,yghU,b2989, JW5492
hybE,Hydrogenase-2 operon protein HybE,b2992; JW2960,HYBE_ECOLI,P0AAN1,EG11803,162,hybE,b2992, JW2960
ygiF,Inorganic triphosphatase,b3054; JW3026,3PASE_ECOLI,P30871,EG11603,433,ygiF,b3054, JW3026
uppP,Undecaprenyl-diphosphatase,b3057; JW3029,UPPP_ECOLI,P60932,EG11665,273,uppP; bacA; upk,b3057, JW3029
ttdA,L(+)-tartrate dehydratase subunit alpha,b3061; JW3033,TTDA_ECOLI,P05847,EG11168,303,ttdA; ygjA,b3061, JW3033
ttdB,L(+)-tartrate dehydratase subunit beta,b3062; JW3034,TTDB_ECOLI,P0AC35,EG11169,201,ttdB; ygjB,b3062, JW3034
mug,G/U mismatch-specific DNA glycosylase,b3068; JW3040,MUG_ECOLI,P0A9H1,EG12717,168,mug; ygjF,b3068, JW3040
yqjI,Transcriptional regulator YqjI,b3071; JW3042,YQJI_ECOLI,P64588,EG12954,207,yqjI,b3071, JW3042
patA,Putrescine aminotransferase,b3073; JW5510,PAT_ECOLI,P42588,EG12718,459,patA; ygjG,b3073, JW5510
ygjH,tRNA-binding protein YgjH,b3074; JW3045,YGJH_ECOLI,P42589,EG12719,110,ygjH,b3074, JW3045
yhaK,Pirin-like protein YhaK,b3106; JW3077,YHAK_ECOLI,P42624,EG12750,233,yhaK,b3106, JW3077
tdcG,L-serine dehydratase TdcG,b4471; JW5520,TDCG_ECOLI,P42630,EG12756,454,tdcG; yhaP; yhaQ,b4471, JW5520
tdcB,L-threonine dehydratase catabolic TdcB,b3117; JW3088,TDCB_ECOLI,P0AGF6,EG10990,329,tdcB,b3117, JW3088
agaS,Putative D-galactosamine-6-phosphate deaminase AgaS,b3136; JW3105,AGAS_ECOLI,P42907,EG12767,384,agaS; yraB,b3136, JW3105
rimP,Ribosome maturation factor RimP,b3170; JW5533,RIMP_ECOLI,P0A8A8,EG11179,150,rimP; yhbC,b3170, JW5533
secG,Protein-export membrane protein SecG,b3175; JW3142,SECG_ECOLI,P0AG99,EG12095,110,secG,b3175, JW3142
yhbE,putative inner membrane transporter YhbE,b3184; JW3151,YHBE_ECOLI,P0AA73,EG11499,321,yhbE,b3184, JW3151
rpmA,50S ribosomal protein L27,b3185; JW3152,RL27_ECOLI,P0A7L8,EG50002,85,rpmA,b3185, JW3152
mlaB,putative phospholipid ABC transporter-binding protein MlaB,b3191; JW5535,MLAB_ECOLI,P64602,EG12797,97,mlaB; yrbB,b3191, JW5535
yrbL,putative protein YrbL,b3207; JW3174,YRBL_ECOLI,P64610,EG12807,210,yrbL,b3207, JW3174
mtgA,Biosynthetic peptidoglycan transglycosylase,b3208; JW3175,MTGA_ECOLI,P46022,EG12808,242,mtgA; mgt; yrbM,b3208, JW3175
nanR,HTH-type transcriptional repressor NanR,b3226; JW3195,NANR_ECOLI,P0A8W0,EG12817,263,nanR; yhcK,b3226, JW3195
csrD,RNase E specificity factor CsrD,b3252; JW3221,CSRD_ECOLI,P13518,EG10018,646,csrD; yhdA,b3252, JW3221
acuI,putative acrylyl-CoA reductase AcuI,b3253; JW3222,ACUI_ECOLI,P26646,EG11315,324,acuI; yhdH,b3253, JW3222
yhdW,Putative amino-acid ABC transporter-binding protein YhdW,b3268; JW3236,YHDW_ECOLI,P45766,EG12834,341,yhdW,b3268, JW3236
tsaC,Threonylcarbamoyl-AMP synthase,b3282; JW3243,TSAC_ECOLI,P45748,EG12840,190,tsaC; rimN; yrdC,b3282, JW3243
smg,Protein Smg,b3284; JW3245,SMG_ECOLI,P0A828,EG11605,157,smg,b3284, JW3245
rsmB,Ribosomal RNA small subunit methyltransferase B,b3289; JW3250,RSMB_ECOLI,P36929,EG12163,429,rsmB; fmu/fmv; rrmB; sun; yhdB,b3289, JW3250
arfA,Alternative ribosome-rescue factor A,b4550; JW3253,ARFA_ECOLI,P36675,EG11968,72,arfA; yhdL,b4550, JW3253
rpsD,30S ribosomal protein S4,b3296; JW3258,RS4_ECOLI,P0A7V8,EG10903,206,rpsD; ramA,b3296, JW3258
rpsG,30S ribosomal protein S7,b3341; JW3303,RS7_ECOLI,P02359,EG10906,179,rpsG,b3341, JW3303
pabA,Aminodeoxychorismate synthase component 2,b3360; JW3323,PABA_ECOLI,P00903,EG10682,187,pabA,b3360, JW3323
ppiA,Peptidyl-prolyl cis-trans isomerase A,b3363; JW3326,PPIA_ECOLI,P0AFL3,EG10757,190,ppiA; rot; rotA,b3363, JW3326
gph,Phosphoglycolate phosphatase,b3385; JW3348,GPH_ECOLI,P32662,EG11871,252,gph; yhfE,b3385, JW3348
aroK,Shikimate kinase 1,b3390; JW5947,AROK_ECOLI,P0A6D7,EG10081,173,aroK,b3390, JW5947
feoB,Fe(2+) transporter FeoB,b3409; JW3372,FEOB_ECOLI,P33650,EG12102,773,feoB,b3409, JW3372
feoC,putative [Fe-S]-dependent transcriptional repressor FeoC,b3410; JW3373,FEOC_ECOLI,P64638,EG12933,78,feoC; yhgG,b3410, JW3373
gntT,High-affinity gluconate transporter,b3415; JW5690,GNTT_ECOLI,P39835,EG12380,438,gntT; gntM; usgA; yhgC,b3415, JW5690
glpE,Thiosulfate sulfurtransferase GlpE,b3425; JW3388,GLPE_ECOLI,P0A6V5,EG10395,108,glpE,b3425, JW3388
gntU,Low-affinity gluconate transporter,b4476; JW5686,GNTU_ECOLI,P0AC96,EG12631,446,gntU,b4476, JW5686
livK,Leucine-specific-binding protein,b3458; JW3423,LIVK_ECOLI,P04816,EG10540,369,livK,b3458, JW3423
tusA,Sulfur carrier protein TusA,b3470; JW3435,TUSA_ECOLI,P0A890,EG12216,81,tusA; sirA; yhhP,b3470, JW3435
